14|Heinsius 1893|Heinsius, J. (1893). Nederlandsch-Gotische Woordenlijst. Groningen: Noordhoff.
285|Hemon 1975|Hemon, Roparz (1975). A historical morphology and syntax of Breton. Medieval and Modern Breton Series III. Dublin: Dublin Institute for Advanced Studies.
280|Hemon 1979–1998|Hemon, Roparz (1979–1998). Geriadur istorel ar brezhoneg (GIB) – Dictionnaire historique du breton. 2nd ed. This dictionary is uncomplete. Always check with Meurgorf. Plomelin: Preder.
348|Henry 1900|Henry, Victor (1900). Lexique étymologique des termes les plus usuels du breton moderne. Rennes: J. Plihon et L. Hervé.
149|Hilmarsson 1996|Hilmarsson, Jörundur (1996). Materials for a Tocharian Historical and Etymological Dictionary. Raykjavík: Málvísindastofnun Háskola Íslands.
352|ALEW|Hock, Wolfgang et al., eds. (2015). Altlitauisches etymologisches Wörterbuch (ALEW). In collab. with Elvira-Julia Bukevičiūtė & Christiane Schiller. Studien zur historisch-vergleichenden Sprachwissenschaft 7. Band I: A - M. Band II: N - Ž. Band III: Verzeichnisse und Indices. Hamburg: Baar.
207|Hoffner & Melchert 2008|Hoffner, Harry A. & H. Craig Melchert (2008). A Grammar of the Hittite Language. Vol. 1: Reference Grammar. Winona Lake: Eisenbrauns.
150|Holm, H. J. J. G.| Holm, H. J. J. G. Independent Scholar.
130|Holm 2011|"Holm, Hans J. (2011). ""Swadesh lists"" of Albanian Revisited and Consequences for Its Position in the Indo-European Languages. The Journal of Indo-European Studies (JIES) 39/1&2, pp. 45–53. url: http://www.jies.org/DOCS/jies_index/Vol39.html."
200|Hólmarsson, Sanders & Tucker 1989|Hólmarsson, Sverrir, Christopher Sanders & John Tucker (1989). Íslensk-ensk orðabók – Concise Icelandic-English Dictionary. Reykjavík: Iðunn.
92|Howlett 1994|Howlett, Colin (1994). The Pocket Oxford Russian Dictionary. Oxford: Oxford University Press.
213|Í Skála & Mikkelsen 2007|Í Skála, Annfinnur & Jonhard Mikkelsen, eds. (2007). Ensk-føroysk orðabók. English-Faroese dictionary. Tórshavn: Sprotin.
62|IAL Trust|IAL Trust. url: http://ialtrust.com/swadeshlanguagelist.
123|Iberian Swadesh lists from en.wiktionary.org|Iberian Swadesh lists from en.wiktionary.org. url: http://en.wiktionary.org/wiki/Appendix:Swadesh_lists_for_Iberian_languages.
233|Index of /Mannin/fockleyr |Index of /Mannin/fockleyr. url: http://www.mannin.info/Mannin/fockleyr.
64|Indo-Iranian Swadesh list from en.wiktionary.org|Indo-Iranian Swadesh list from en.wiktionary.org. url: http://en.wiktionary.org/wiki/Appendix:Indo-Iranian_Swadesh_lists.
275|Irslinger, Britta|Irslinger, Britta. University of Freiburg and Max Planck Institute for the Science of Human History.
299|B. S. Irslinger 2002|Irslinger, Britta Sofie (2002). Abstrakta mit Dentalsuffixen im Altirischen. Indogermanische Bibliothek 3. Heidelberg: Winter.
15|Jago 1887|Jago, F. W. P. (1887). An English-Cornish Dictionary. Compiled from the best sources. London: Simpkin, Marshall & Co.
73|Jasanoff 1989|Jasanoff, Jay H. (1989). “Language and Gender in the Tarim Basin: The Tocharian 1 sg. Pronoun”. In: Tocharian and Indo-European Studies 3, pp. 125–148.
16|Jember 1975|Jember, G. K. (1975). English-Old English, Old English-English Dictionary. Boulder, Colorado: Westview Press.
249|Jocz, Lechosław|Jocz, Lechosław. Max Planck Institute for the Science of Human History and PWSZ w Gorzowie Wlkp.
326|Junker & Alavi 1977|Junker, H. F. & Bozorg Alavi (1977). Wörterbuch Persisch-Deutsch. 3rd ed. Leipzig: Verlag Enzyklopädie.
451|Kammenhuber 1961|Kammenhuber, Anna (1961). Zur Stellung des Hethitisch-Luvischen innerhalb der indogermanischen Gemeinsprache. 77, pp. 31–75.
421|Karulis 2001|Karulis, Konstantı̄ns (2001). Latviešu etimologijas vārdnı̄ca. Latvian etymological dictionary. Rı̄ga.
453|Karunatillake 2012|Karunatillake, W. S. (2012). Etymological Lexicon of the Sinhala Language. .1: A through L (Indo-Āryan sources). Colombo: Godage.
456|Katz 1998|Katz, J. T. (1998). “How to be a Dragon in Indo-European. Hittite illuyankaš and its Linguistic and Cultural Congeners in Latin, Greek and Germanic”. In: Mir Curad. Studies in Honor of Calvert Watkins. Ed. by J. Jasanoff, H.C. Melchert & L. Oliver. Innsbruck, pp. 317–334.
152|Kent 1953|Kent, Roland G. (1953). Old Persian: Grammar, Texts, Lexicon. American Oriental Series 33. New Haven: American Oriental Society.
17|Kessler 2001|Kessler, B. (2001). The Significance of Word Lists. Stanford: CSLI Publications.
67|Klein 1986|Klein, E. (1986). A Comprehensive Etymological Dictionary of the English Language. Amsterdam: Elsevier.
402|Klein 2003|Klein, E. (2003). A Comprehensive Etymological Dictionary of the English Language. Amsterdam: Elsevier.
80|Kloekhorst 2008|Kloekhorst, Alwin (2008). Etymological Dictionary on the Hittite Inherited Lexicon. Leiden: Brill.
51|Kluge 1975|Kluge, Friedrich (1975). Etymologisches Wörterbuch der deutschen Sprache. Ed. by Walther Mitzka. 21st ed. Vol. 2. Update to the latest edition, i.e. 25. ed. 2011! - Is more reliable than the newer editions and thus should be cited along (Freiberg). Berlin: de Gruyter.
350|Kluge 2002|Kluge, Friedrich (2002). Etymologisches Wörterbuch der deutschen Sprache. Ed. by Elmar Seebold. 24., durchgesehene und erweiterte Auflage. Berlin and New York: de Gruyter.
397|Kluge 2011|Kluge, Friedrich (2011). Etymologisches Wörterbuch der deutschen Sprache. Ed. by Elmar Seebold. 25., durchgesehe und erweiterte Auflage. Vol. 2. Berlin and Boston: de Gruyter.
74|Kluge & Seebold 1989|Kluge, Friedrich & Elmar Seebold (1989). Etymologisches Wörterbuch der deutschen Sprache. Berlin: Walter de Gruyter.
18|Köbler 1989|Köbler, G. (1989). Gotisches Wörterbuch. Leiden: Brill.
254|Kolas 1953|Kolas, Ja. et al. (1953). Ruska-bjelaruski slownik [Russian-Belarusian dictionary]. Maskva: Dzjaržawne vydavjectva zamježnych i nacyjanal’nych slownikaw.
19|Kordić 1997|Kordić, S. (1997). Serbo-Croatian. Languages of the world/Materials 148.
344|Korn 2005|Korn, Agnes (2005). Towards a Historical Grammar of Baloči. Studies in Baloči Historical Phonology and Vocabulary. Wiesbaden: Reichert.
121|Kornitzky & Engbrant-Heider 1984|Kornitzky, H. & E. Engbrant-Heider (1984). Langenscheidts Taschenwörterbuch Schwedisch, Schwedisch-Deutsch, Deutsch-Schwedisch. Berlin and München: Langenscheidt.
131|Kortlandt 1987|Kortlandt, Frederik (1987). PIE. *s in Albanian, Dutch Studies in South Slavic and Balkan Linguistics. Studies in Slavic and General Linguistics 10. Amsterdam: RODOPI, pp. 219–226.
306|Kouyoumdjian 1970|Kouyoumdjian, Mesrob G. (1970). A Comprehensive Dictionary Armenian-English. Beirut: Atlas Press.
384|Kozianka, Maria|Kozianka, Maria. Sächsische Akademie der Wissenschaften, Etymologisches Wörterbuch des Althochdeutschen.
20|Krause 1953|Krause, W. (1953). Handbuch des Gotischen. München: C. H. Beck.
165|Kroonen 2013|Kroonen, Guus (2013). Etymological Dictionary of Proto-Germanic. Leiden: Brill.
169|Kumar & Alok|Kumar, Ritesh & Deepak Alok. Jawaharlal Nehru University, Research Scholars, Centre for Linguistics, School of Language, Literature & Culture Studies (SLL & CS), Jawaharlal Nehru University (JNU), New Delhi.
322|Kümmel, Martin Joachim|Kümmel, Martin Joachim. FSU Jena.
389|Kümmel 2016a|Kümmel, Martin Joachim (2016a). Addenda & Corrigenda LIV. url: http://www.oriindufa.uni-jena.de/iskvomedia/indogermanistik/K%C3%BCmmel_liv2_add.pdf.
428|Kümmel 2016b|Kümmel, Martin Joachim (2016b). Urindoiranische Grammatik. Ed. by Velizar Sadovski. Veröffentlichungen zur Iranistik – Grammatica Iranica. Manuscript version dating from 30-06-2016 12:28. Wien: Verlag der Österreichischen Akademie der Wissenschaften.
387|Kurschat 1883|Kurschat, Friedrich (1883). Wörterbuch der littauischen Sprache. Vol. 2: Littauisch-deutsches Wörterbuch. Halle a. S.: Verlag der Buchhandlung des Waisenhauses.
268|Kurz 1966–1997|Kurz, Josef, ed. (1966–1997). Slovník jazyka staroslověnského. Old Church Slavonic dictionary (based on the Canon and old and linguistically archaic Church Slavonic texts). Praha: Nakl. Československé akademie věd.
158|Lambert 1995|Lambert, Pierre-Yves (1995). La langue gauloise. description linguistique, commentaire d’inscriptions choisies. 2nd ed. Paris: Errance.
60|Lane 1904|Lane, Timothy O’Neill (1904). Lane’s English-Irish Dictionary. The source used by DKB as “Irish B”. Dublin and London: Sealy et al.
43|Latvian Swadesh list from en.wiktionary.org|Latvian Swadesh list from en.wiktionary.org. url: http://en.wiktionary.org/wiki/Appendix:Latvian_Swadesh_list.
418|Latvian-Latgalian dictionary|Latvian-Latgalian dictionary. url: http://vuordineica.lv/.
179|Lehmann 1986|Lehmann, Winfred P. (1986). Gotisches Etymologisches Wörterbuch. Leiden: Brill.
446|Lëtzebuerger Online Dictionnaire|Lëtzebuerger Online Dictionnaire (Luxembourgish online dictionary). url: http://www.lod.lu.
346|Lewis & Pedersen 1989|Lewis, Henry & Holger Pedersen (1989). A Concise comparative Celtic Grammar. Supplement to a concise comparative Celtic grammar. 3. edition, 2. impression (Online-Ed.) Göttingen: Vandenhoeck & Ruprecht. url: http://digi20.digitale-sammlungen.de/en/fs1/object/display/bsb00052892_00001.html.
160|LSJ|Liddell, H. G., R. Scott & H. S. Jones (1968). A Greek-English Lexicon (LSJ). Oxford.
464|Liosis, Nikos|Liosis, Nikos. Aristotle University of Thessaloniki, Institute of Modern Greek Studies.
429|Lipp 2009|Lipp, Reiner (2009). Die indogermanischen und einzelsprachlichen Palatale im Indoiranischen. Vol. II: Thorn-Problem, indoiranische Laryngalvokalisation. Heidelberg: Winter.
386|EWA 2|Lloyd, Albert L., Rosemarie Lühr & Otto Springer (1998). Etymologisches Wörterbuch des Althochdeutschen (EWA). In collab. with Karen Purdy. Vol. 2: bî – ezzo. Göttingen and Zürich: Vandenhoeck & Ruprecht.
383|EWA 1|Lloyd, Albert L. & Otto Springer (1988). Etymologisches Wörterbuch des Althochdeutschen (EWA). Vol. 1: a – bezzisto. Göttingen and Zürich: Vandenhoeck & Ruprecht.
90|Love 1993|Love, Catherine E. (1993). Collins Giunti Marzocco Italian-English, English-Italian Dictionary. Firenze and Glasgow: Giunti and HarperCollins.
437|Ľubomír 2010|Ľubomír, Novák (2010). Jaghnóbsko-český slovník s přehledem jaghnóbské gramatiky. Yaghnobi-Czech dictionary with a very basic etymological information showing whether the word has a cognate in Sogdian or shows source language of loanwords. Praha: Univerzita Karlova, Filozofická fakulta.
151|Lucht 2007|Lucht, Martina (2007). Der Grundwortschatz des Altirischen. Bonn: Rheinische Friedrich-Wilhelms-Universität.
48|Ludewig| Ludewig, Julia. University of Freiburg/Max Planck Institute for Psycholinguistics, MA in European Linguistics at University of Freiburg. MPI Psycholinguistics, Nijmegen ’Evolutionary Processes in Language and Culture’: Intern September–October 2009, Research Assistant May–July 2010.
441|EWA 3|Lühr, Rosemarie & Albert L. Lloyd, eds. (2007). Etymologisches Wörterbuch des Althochdeutschen (EWA). In collab. with Gerlinde Kohlrusch et al. Vol. 3: fadum - fûstslag. Göttingen: Vandenhoeck & Ruprecht.
415|EWA 4|Lühr, Rosemarie & Albert L. Lloyd, eds. (2009). Etymologisches Wörterbuch des Althochdeutschen (EWA). In collab. with Gerlinde Kohlrusch et al. Vol. 4: gâba - hylare. Göttingen: Vandenhoeck & Ruprecht.
398|EWA 5|Lühr, Rosemarie et al., eds. (2014). Etymologisches Wörterbuch des Althochdeutschen (EWA). In collab. with Karen K. Purdy & Albert L. Lloyd. Vol. 5: iba - luzzilo. Göttingen and Zürich: Vandenhoeck & Ruprecht.
448|Luxembourg 1950–1979|Luxembourg, Grand Duchy of (1950–1979). Luxemburger Wörterbuch. Vol. 1–5. Official print dictionary, commissioned by the Grand-Duchy of Luxembourg. 5 Volumes. Luxemburg: P. Linden.
253|Kur’janka 2006|Kur’janka, M. (2006). Njamecka-belaruski slownik – Deutsch-belarussisches Wörterbuch [German-Belarusian dictionary]. Minsk: Zmicer Kolas.
276|Macak, Martin|Macak, Martin. University of Georgia.
37|Macalister 1898|Macalister, George (1898). A dictionary of the dialects spoken in the state of Jeypore. url: http://dsal.uchicago.edu/dictionaries/macalister/.
231|Macbain & Macfarlane 1911|Macbain, Alexander & Malcolm Macfarlane (1911). An etymological dictionary of the Gaelic language. Stirling: E. Mackay.
312|Macedonian-German and German-Macedonian dictionary|Macedonian-German and German-Macedonian dictionary. url: http://makedonisch.info/.
394|MacKenzie 1971a|MacKenzie, David Neil (1971a). A concise Pahlavi Dictionary. London: Oxford University Press.
361|MacKenzie 1971b|MacKenzie, David Neil (1971b). A concise Pahlavi dictionary. London: Oxford University Press.
93|Makins, Isaacs & Adams 1994|Makins, M., A. Isaacs & D. Adams (1994). Collins English Dictionary. Glasgow: HarperCollins.
75|Mallory & Adams 2006|Mallory, J. P. & Douglas Q. Adams (2006). The Oxford Introduction to Proto-Indo-European and the Proto-Indo-European World. Oxford: Oxford Univ. Press.
341|Malzahn 2010|Malzahn, Melanie (2010). The Tocharian Verbal System. Leiden: Brill.
232|Mark 2003|Mark, Colin (2003). The Gaelic-English Dictionary. London: Routledge.
170|Martirosyan, Hrach|Martirosyan, Hrach. Leiden University, Author of the Etymological Dictionary of the Armenian Inherited Lexicon.
241|Martirosyan 2008|Martirosyan, Hrach (2008). Studies in Armenian Etymology. with special emphasis on dialects and culture – Indo-European heritage. PhD Dissertation, Universiteit Leiden. url: https://openaccess.leidenuniv.nl/bitstream/handle/1887/12604/Thesis.pdf.
79|Martirosyan 2010|Martirosyan, Hrach (2010). Etymological Dictionary of the Armenian Inherited Lexicon. Leiden: Brill.
50|Matasović 2009|Matasović, Ranko (2009). Etymological Dictionary of Proto-Celtic. Leiden: Brill.
399|Mayrhofer 1953–1980|Mayrhofer, Manfred (1953–1980). Kurzgefasstes etymologisches Wörterbuch des Altindischen (KEWA). A Concise Etymological Sanskrit Dictionary, 4 volumes. Heidelberg: Winter.
172|Mayrhofer 1986–1996|Mayrhofer, Manfred (1986–1996). Etymologisches Wörterbuch des Altindoarischen. Heidelberg: Carl Winter.
332|McCone 1994|McCone, Kim (1994). “An tSean-Gaeilge agus a Réamhstair”. In: Stair na Gaeilge in ómos do Pádraig Ó Fiannachta. Ed. by Kim McCone, Damian McManus, et al. Maynooth, pp. 61–219.
171|Meier-Brügger 2000|Meier-Brügger, Michael (2000). Indogermanische Sprachwissenschaft. Berlin and New York: Walter de Gruyter.
376|Melchert 1987|Melchert, H. Craig (1987). “Proto-Indo-European Velars in Luvian”. In: Studies in Memory of Warren Cowgill. Ed. by Calvert Watkins. Berlin and New York: de Gruyter, pp. 182–204.
390|Melchert 1988a|Melchert, H. Craig (1988a). “Luvian Lexical Notes”. In: Historische Sprachforschung (HS) 101(2), pp. 211–243.
416|Melchert 1988b|Melchert, H. Craig (1988b). Luvian Lexical Notes. 101, pp. 211–243.
377|Melchert 1993a|Melchert, H. Craig (1993a). Cuneiform Luvian Lexicon. Lexica Anatolica 2. Chapel Hill: University of North Carolina.
144|Melchert 1993b|Melchert, H. Craig (1993b). Lycian Lexicon. 2nd ed. Ann Arbor: Beech Stave.
368|Melchert 1994|Melchert, H. Craig (1994). Anatolian Historical Phonology. Leiden Studies in Indo-European 3. Amsterdam and Atlanta: Rodopi.
372|Melchert 2004|Melchert, H. Craig (2004). A Dictionary of the Lycian Language. 3rd ed. Chapel Hill: Beech Stave Press.
367|Melchert 2015|Melchert, H. Craig (2015). “Lycian alaha- and alada/ehali-”. In: Dupraz, E. & W. Sowa. Genres épigraphiques et langues d’attestation fragmentaire dans l’espace méditerranéen. Rouen, pp. 153–164.
38|Mewaram 1910|Mewaram, Parmanand (1910). A Sindhi-English dictionary. url: http://dsal.uchicago.edu/dictionaries/mewaram/.
444|Meyer-Lübke 1930–1935|Meyer-Lübke, Wilhelm (1930–1935). Romanisches Etymologisches Wörterbuch. 3rd ed. Heidelberg: Winter.
355|Meyer-Lübke 1992|Meyer-Lübke, Wilhelm (1992). Romanisches etymologisches Wörterbuch. 6th ed. Heidelberg: Winter.
142|Mizerski 2012|Mizerski, Witold (2012). Polish Swadesh List Elicitation.
111|Modern Greek Swadesh list from en.wiktionary.org|Modern Greek Swadesh list from en.wiktionary.org. url: http://en.wiktionary.org/wiki/Appendix:Greek_Swadesh_list.
242|Monier-Williams 1851|Monier-Williams, Monier (1851). A dictionary, English and Sanscrit. London: W. H. Allen and Co. url: http://www.sanskrit-lexicon.uni-koeln.de/scans/MWEScan/2013/web/webtc2/index.php.
78|Monier-Williams 1899|Monier-Williams, Monier (1899). A Sanskrit-English Dictionary. Oxford: Clarendon Press. url: http://www.sanskrit-lexicon.uni-koeln.de/scans/MWScan/2014/web/webtc2/index.php.
292|Monolingual Croatian dictionary|Monolingual Croatian dictionary. url: http://hjp.novi-liber.hr/.
263|Monolingual Czech Dictionary|Monolingual Czech Dictionary. url: http://ssjc.ujc.cas.cz/.
311|Monolingual Macedonian dictionary (with translations to English)|Monolingual Macedonian dictionary (with translations to English). url: http://makedonski.info/.
255|Monolingual Russian dictionary|Monolingual Russian dictionary. url: http://feb-web.ru/feb/mas/mas-abc/default.asp.
256|Monolingual Russian dictionary|Monolingual Russian dictionary. url: http://www.ozhegov.org/.
265|Monolingual Slovak dictionary|Monolingual Slovak dictionary. url: http://www.slex.sk/.
286|Monolingual Slovene dictionary|Monolingual Slovene dictionary. url: http://bos.zrc-sazu.si/sskj.html.
250|Monolingual Ukrainian dictionary|Monolingual Ukrainian dictionary. url: http://sum.in.ua/.
340|Morgenstierne 1927|Morgenstierne, Georg (1927). An Etymological Vocabulary of Pato. Oslo: Dybwad.
334|Morgenstierne 1938|Morgenstierne, Georg (1938). Indo-Iranian Frontier Languages. Vol. II: Iranian Pamir Languages (Yidgha-Munji, Sanglechi-Ishkashmi and Wakhi). Oslo et al.: Aschehoug et al.
439|Morgenstierne 1952|Morgenstierne, Georg (1952). “Linguistic Gleanings from Nuristan”. In: Norsk Tidsskrift for Sprogvidenskap 16. Lexical data from the Nûristânî languages Saňu-viri and Tregâmî., pp. 117–135.
325|Morgenstierne 1974|Morgenstierne, Georg (1974). Etymological Vocabulary of the Shughni Group. Wiesbaden: Reichert.
323|Morgenstierne 2003|Morgenstierne, Georg (2003). A new etymological vocabulary of Pato. Comp. by J. Elfenbein, D. N. MacKenzie & Nicholas Sims-Williams. Wiesbaden: Reichert.
198|Mucke 1920|Mucke, Ernst (1920). Serbsko-němski a němsko-serbski přiručny słownik – Wendisch-deutsches u. deutsch-wendisches Handwörterbuch. Upper Sorbian dictionary. Bautzen: Schmaler’s Buchhandlung.
313|Murgoski 2005|Murgoski, Zoze (2005). Rečnik na makedonskiot jazik. Monolingual Macedonian dictionary. Skopje: Filološki Fakultet Blaže Koneski.
22|Nandris 1959|Nandris, G. (1959). Handbook of Old Church Slavonic. .I: Old Church Slavonic Grammar. London: Athlone Press.
23|Neukom & Patnaik 2003|Neukom, L. & M. Patnaik (2003). A Grammar of Oriya. Arbeiten des Seminars fuer Allgemeine Sprachwissenschaft 17. Zurich: University of Zurich.
371|Neumann 1984|Neumann, Günter (1984). “Beiträge zum Lykischen VI”. In: Die Sprache 30, pp. 89–95.
414|Neumann 2007|Neumann, Günter (2007). Glossar des Lykischen. Ed. by Johann Tischler. Wiesbaden: Harrassowitz.
182|Novotná & Blažek 2008|Novotná, Petra & Václav Blažek (2008). Rétrorománske jazyky: přehled klasifikace. Linguistica Brunensia – Sborník prací filozofické fakulty brněnskě univerzity A 56, pp. 15–32.
225|Ó Dónaill & De Bhaldraithe 1977|Ó Dónaill, Niall & Tomás De Bhaldraithe (1977). Foclóir Gaeilge-Béarla. Baile Átha Cliath: Oifig an tSoláthair. url: http://www.teanglann.ie/en/fgb/.
33|Old Prussian Dictionary|Old Prussian Dictionary. url: http://donelaitis.vdu.lt/prussian/databan.htm.
422|Old Prussian etymological dictionary|Old Prussian etymological dictionary. url: http://www.prusistika.flf.vu.lt/zodynas/paieska.
180|Olsen 1999|Olsen, Birgit Anette (1999). The Noun in Biblical Armenian. Berlin and New York: Walter de Gruyter.
127|Online German dictionary (LEO GmbH)|Online German dictionary (LEO GmbH). url: http://dict.leo.org/.
105|Orel 1998|Orel, Vladimir (1998). Albanian Etymological Dictionary. Leiden: Brill.
388|Orel 2003|Orel, Vladimir (2003). A Handbook of Germanic Etymology. Leiden and Boston: Brill.
95|Osselton & Hempelman 2003|Osselton, N. & R. Hempelman (2003). The New Routledge Dutch Dictionary: Dutch-English, English-Dutch. Utrecht-Antwerpen: Van Dale Lexicografie.
109|Ossetian Swadesh list from en.wiktionary.org|Ossetian Swadesh list from en.wiktionary.org. url: http://en.wiktionary.org/wiki/Appendix:Ossetian_Swadesh_list.
84|Oxford English Dictionary (OED)|Oxford English Dictionary (OED). url: http://www.oed.com/.
57|Oxford English Dictionary on Etymological Principles|Oxford English Dictionary on Etymological Principles.
155|Pakhalina 1971|Pakhalina, T. N. (1971). Sarykol’sko-Russkij slovar’. Moscow: Nauka.
246|Pali Text Society 1921–1925|Pali Text Society (1921–1925). The Pali Text Society’s Pali-English dictionary. London: Chipstead.
98|Pandharipande 1997|Pandharipande, Rajeshwari V. (1997). Marathi. London: Routledge.
24|Pattanayak 1966|Pattanayak, D. P. (1966). A Controlled Historical Reconstruction of Oriya, Assamese, Bengali and Hindi. The Hague: Mouton & Co.
153|Paul 1998|Paul, Ludwig (1998). Zazaki: Grammatik und Versuch einer Dialektologie. Beiträge zur Iranistik 18. Wiesbaden: Reichert.
307|Pedersen 1909|Pedersen, Holger (1909). Vergleichende Grammatik der keltischen Sprachen. Vol. 1: Einleitung und Lautlehre. Göttinger Sammlung indogermanischer Grammatiken. Göttingen: Vandenhoeck u. Ruprecht.
308|Pedersen 1913|Pedersen, Holger (1913). Vergleichende Grammatik der keltischen Sprachen. Vol. 2: Bedeutungslehre (Wortlehre). Göttinger Sammlung indogermanischer Grammatiken. Göttingen: Vandenhoeck u. Ruprecht.
140|Pinault 1989|Pinault, Georges-Jean (1989). Introduction au Tokharien. LALIES – Actes des sessions de linguistique et de littérature. Paris: Presses de L’École Normale Supérieure, pp. 7–224.
146|Pinault 2004|Pinault, Georges-Jean (2004). Core of Tocharian Etymology. unpublished Handout.
327|Pinault 2007|Pinault, Georges-Jean (2007). “A star is born. A “new” PIE *-ter- suffix”. In: Verba docenti. Studies in historical and Indo-European linguistics presented to Jay H. Jasanoff by students, colleagues, and friends. Ed. by Alan J. Nussbaum. Ann Arbor and New York: Beech Stave Press, pp. 271–279.
221|Piping 1907|Piping, Hugo (1907). Guta lag och Guta saga, jämte ordbok. Copenhagen: S.L. Møllers bogtrykkeri.
49|Pokorny 1994|Pokorny, Julius (1994). Indogermanisches etymologisches Wörterbuch. Tübingen: Francke.
354|Polański & Sehnert 1967|Polański, K. & J. A. Sehnert (1967). Polabian-English Dictionary. Mouton & Co.
107|Polish Swadesh list from en.wiktionary.org|Polish Swadesh list from en.wiktionary.org. url: http://en.wiktionary.org/wiki/Appendix:Polish_Swadesh_list.
108|Portuguese Swadesh list from en.wiktionary.org|Portuguese Swadesh list from en.wiktionary.org. url: http://en.wiktionary.org/wiki/Appendix:Portuguese_Swadesh_list.
25|Priese 1933|Priese, O. (1933). Deutsch-gotisches Wörterbuch. Halle: Niemeyer.
417|Pronk, Tijmen|Pronk, Tijmen. Leiden University.
58|Proto-Indo-European Swadesh list from en.wiktionary.org|Proto-Indo-European Swadesh list from en.wiktionary.org. url: http://en.wiktionary.org/wiki/Appendix:Proto-Indo-European_Swadesh_list.
59|Pughe 1832|Pughe, W. Owen (1832). A dictionary of the Welsh language. [Preceded by] A Welsh grammar. Denbigh: Thomas Gee.
126|Puhvel 1984a|Puhvel, Jaan (1984a). Hittite Etymological Dictionary. Berlin: Mouton de Gruyter.
406|HED A-E/I|Puhvel, Jaan (1984b). Hittite Etymological Dictionary (HED). Vol. 1: Words Beginning with A and 2: Words Beginning with E and I. Vols. 1-2 in a single bound volume with continuous pagination. Berlin: Mouton Publishers.
407|HED H|Puhvel, Jaan (1991). Hittite Etymological Dictionary (HED). Vol. 3: Words Beginning with H. Vols. 3+ of the HED are in their own bound volumes with their own pagination. Berlin: Mouton de Gruyter.
408|HED K|Puhvel, Jaan (1997). Hittite Etymological Dictionary (HED). Vol. 4: Words Beginning with K. Vols. 3+ of the HED are in their own bound volumes with their own pagination. Berlin: Mouton de Gruyter.
409|HED L|Puhvel, Jaan (2001). Hittite Etymological Dictionary (HED). Vol. 5: Words Beginning with L. Indices to volumes 1–5. Berlin: Mouton de Gruyter.
410|HED M|Puhvel, Jaan (2004). Hittite Etymological Dictionary (HED). Vol. 6: Words Beginning with M. Berlin: Mouton de Gruyter.
411|HED N|Puhvel, Jaan (2007). Hittite Etymological Dictionary (HED). Vol. 7: Words Beginning with N. Berlin: Mouton de Gruyter.
412|HED PA|Puhvel, Jaan (2011). Hittite Etymological Dictionary (HED). Vol. 8: Words Beginning with PA. Berlin: Mouton de Gruyter.
413|HED PE, PI, PU|Puhvel, Jaan (2013). Hittite Etymological Dictionary (HED). Vol. 9: Words Beginning with PE, PI, PU. Berlin: Mouton de Gruyter.
331|Rastorgueva & Edelman 2003|Rastorgueva, V. S. & D. I. Edelman (2003). Etimologiceskij slovar’ iranskich jazykov. .1,2. Etymological dictionary of the Iranian languages. Moscow: Vostočnaja Literatura.
26|Rau, Felix|Rau, Felix. personal communication.
27|Rea 1973|Rea, J. A. (1973). “The Romance data of the pilot studies for glottochronology”. In: Diachronic, Areal and Typological Linguistics, Current Trends in Linguistics 11. Ed. by T. Sebeok, pp. 355–367.
102|Riccardi 2003|Riccardi, Theodore (2003). “Nepali”. In: The Indo-Aryan Languages. Ed. by George Cardona & Dhanesh Jain. London: Routledge.
317|Rieken 1999|Rieken, Elisabeth (1999). Untersuchungen zur nominalen Stammbildung des Hethitischen. Studien zu den Boğazköy-Texten (StBoT) 44. Wiesbaden: Harrassowitz.
454|Rieken 2001|Rieken, Elisabeth (2001). “Einige Beobachtungen zum Wechsel u/(u)ua in den hethitischen Texten”. In: Anatolisch und Indogermanisch. Akten des Kolloquiums der Indogermanischen Gesellschaft Pavia, 22./25. September 1998. Ed. by O. Carruba & W. Meid. Innsbruck, pp. 369–379.
28|Ringe, Warnow & Taylor 2002|Ringe, D., T. Warnow & A. Taylor (2002). Indo-European and Computational Cladistics. Transaction of the Philological Society 100:1. These lists are cited in http://www.cs.rice.edu/ nakhleh/CPHL/ie-wordlist-07.pdf, pp. 59–129.
395|Ringe 2006|Ringe, Don (2006). From Proto-Indo-European to Proto-Germanic. Oxford: Oxford University Press.
141|LIV²|Rix, Helmut (2001). Lexikon der Indogermanischen Verben (LIV²). 2nd ed. Wiesbaden: Reichert.
112|Romanian Swadesh list from en.wiktionary.org|Romanian Swadesh list from en.wiktionary.org. url: http://en.wiktionary.org/wiki/Appendix:Romanian_Swadesh_list.
89|Romansh Swadesh list from en.wiktionary.org|Romansh Swadesh list from en.wiktionary.org. url: http://en.wiktionary.org/wiki/Appendix:Swadesh_lists_for_further_Romance_languages.
116|Routledge 1994|Routledge (1994). Catalan Dictionary: English-Catalan, Catalan-English. London: Routledge. isbn: 978-0415108027.
208|Royal Irish Academy|Royal Irish Academy. Dictionary of the Irish Language based mainly on Old and Middle Irish materials (DIL). url: http://www.dil.ie/.
269|Scarborough, Matthew|Scarborough, Matthew. University of Cambridge, MPI-SHH Jena, Research Associate in Comparative Indo-European Linguistics on the IELex 2 / CoBL-IE Project, September 2015–.
